DATASET = Randomly generated instance set (z0z0zfkzfkz0z0z2z5z1zkz1z34zfzfz1z3z4s8zt9gz1zaz0zaz1zaz0zv8zyzyzyzyzyzwz)
NAME = Randomly generated instance (6096)

DAYS = 15
CAPACITY = 46
MAX_TRIP_DISTANCE = 26042
DEPOT_COORDINATE = 0

VEHICLE_COST = 10000
VEHICLE_DAY_COST = 1000000
DISTANCE_COST = 1

TOOLS = 5
1	15	178	10000000
2	2	458	10000000
3	10	187	10000000
4	11	216	10000000
5	17	95	10000000

COORDINATES = 493
0	5445	2890
1	7946	6158
2	7660	6167
3	8173	6168
4	8655	6170
5	8677	8142
6	7513	6197
7	6031	8149
8	7750	6226
9	7256	6253
10	8498	6151
11	4187	6277
12	7511	6317
13	6700	6347
14	6212	6371
15	6918	6441
16	7328	6450
17	7569	6462
18	7733	6519
19	3529	6537
20	8258	6575
21	8484	6588
22	7548	6593
23	3543	6639
24	4235	4223
25	8488	4226
26	5817	6737
27	7819	6739
28	4130	6766
29	3708	4752
30	8479	6842
31	7760	6868
32	8243	6874
33	8758	6876
34	6246	4252
35	8480	6887
36	7016	6889
37	8538	4254
38	5019	2754
39	8492	4258
40	9628	6918
41	3985	6932
42	3835	6956
43	4289	6963
44	9001	6980
45	8144	6988
46	9177	6997
47	4290	7026
48	7513	7034
49	6554	7059
50	4012	7073
51	6886	7074
52	7800	7085
53	5886	7106
54	3923	7110
55	3938	7135
56	3484	7181
57	4032	7222
58	2288	4310
59	3368	7227
60	7757	7228
61	3437	7236
62	4074	7243
63	9124	7246
64	7349	7258
65	6795	7280
66	8002	7288
67	8772	7298
68	8210	7299
69	7667	7301
70	8112	7312
71	8214	7316
72	3367	7344
73	3967	4333
74	7654	7367
75	7311	4371
76	6540	7380
77	7293	7394
78	3810	7428
79	7309	7458
80	8288	7476
81	9024	7494
82	7710	7532
83	6030	7537
84	6533	7549
85	6766	7557
86	6595	7558
87	9599	7567
88	4513	7581
89	8519	7654
90	372	2818
91	6250	7672
92	8342	7686
93	8389	7699
94	7075	7702
95	5921	7729
96	8167	7755
97	3538	4401
98	6769	7808
99	5648	7809
100	8580	7809
101	8414	7831
102	6942	8420
103	4142	7853
104	4172	7856
105	6036	7875
106	9645	7886
107	6875	7921
108	8763	7932
109	5680	7966
110	6236	7967
111	6955	7973
112	7514	7992
113	7487	8053
114	7366	8065
115	8891	8458
116	7075	8078
117	8131	4462
118	4690	3596
119	7266	8179
120	3855	4475
121	5985	8215
122	6278	8249
123	5329	8490
124	7327	8294
125	7501	8298
126	7006	8326
127	5565	8335
128	7259	8356
129	7666	8357
130	7212	8514
131	6334	8437
132	6018	8485
133	8754	8488
134	4001	6528
135	7918	8520
136	7092	8522
137	6484	8538
138	8152	8539
139	6475	8542
140	5427	8584
141	6305	8653
142	8382	8674
143	5683	8747
144	6321	8753
145	6433	8755
146	5998	8765
147	5586	8781
148	5657	8804
149	5702	8816
150	8103	8828
151	5915	8831
152	7774	8835
153	9389	8844
154	5861	8851
155	5568	8909
156	8646	4595
157	8017	8960
158	7628	8963
159	9656	9039
160	6703	9090
161	8335	9133
162	9323	9167
163	6233	9170
164	8498	9172
165	7058	2636
166	7574	9247
167	9298	5234
168	7994	9274
169	6498	9276
170	7464	9323
171	8860	9354
172	7966	9376
173	7093	9401
174	7498	4678
175	9152	9482
176	7813	9492
177	7242	9493
178	7951	9506
179	8394	9583
180	6042	9864
181	8551	4750
182	6196	8764
183	2871	4850
184	3457	3282
185	3939	2900
186	6160	2903
187	8296	5687
188	7810	8924
189	9760	8091
190	9501	7643
191	7860	5017
192	8019	5308
193	7574	5031
194	5636	3031
195	8404	5046
196	8490	7055
197	2717	5083
198	7854	7100
199	7342	5098
200	4039	5120
201	7711	5120
202	9262	5846
203	4286	5131
204	6530	203
205	7067	5143
