DATASET = Randomly generated instance set (z0z0z4mz4mz0z0z2z5z1zkz1z34z5z5z1z3z4s8zt9gz1zaz0zaz1zaz0zv8zyzyzyzyzyzwz)
NAME = Randomly generated instance (2967)

DAYS = 5
CAPACITY = 62
MAX_TRIP_DISTANCE = 22021
DEPOT_COORDINATE = 0

VEHICLE_COST = 100000
VEHICLE_DAY_COST = 1000000
DISTANCE_COST = 1

TOOLS = 4
1	13	109	1000000000000
2	9	125	10000000000
3	15	87	1000000000
4	4	175	10000000

COORDINATES = 149
0	7688	8161
1	8284	6131
2	9144	6183
3	7406	6292
4	7566	6328
5	8269	6368
6	8049	6484
7	7171	6573
8	7961	6710
9	7950	6720
10	8743	6734
11	8712	6784
12	7125	6814
13	7550	6992
14	4020	7095
15	4007	7168
16	7562	7181
17	3345	7245
18	8076	7262
19	3762	7285
20	4054	7307
21	8054	7326
22	8742	7367
23	8137	7385
24	5979	7440
25	3871	7487
26	7994	7657
27	8374	7715
28	5980	7715
29	7043	4392
30	5806	7737
31	7019	7824
32	8811	7898
33	4328	7959
34	5561	8040
35	8391	8388
36	7619	8407
37	8060	8410
38	5729	8460
39	8349	8464
40	5585	8467
41	7437	8571
42	8243	4536
43	7663	8586
44	7876	8667
45	6173	8685
46	7680	8702
47	8119	8735
48	6986	8736
49	7525	8833
50	5944	8875
51	7739	9089
52	7675	9136
53	9142	9250
54	8978	9361
55	8707	9376
56	7908	4682
57	8459	9673
58	7901	9686
59	8948	8728
60	5664	4783
61	5972	8278
62	8165	6808
63	7219	4810
64	3820	8478
65	2963	2893
66	5299	4978
67	8731	4983
68	5795	2983
69	5409	3131
70	4867	3186
71	4682	3360
72	7038	5317
73	6774	1324
74	7111	5337
75	7218	9346
76	4207	3355
77	1614	1886
78	5782	1934
79	5754	1953
80	7229	1979
81	6213	2088
82	5781	2160
83	6010	2202
84	6310	2325
85	6900	5513
86	2943	2677
87	4557	2678
88	6425	2845
89	5008	2870
90	2730	2908
91	5625	2951
92	6898	2962
93	5526	3001
94	4139	7619
95	5891	3118
96	4029	3226
97	4067	3242
98	6164	3243
99	5697	3295
100	3540	3315
101	5953	3324
102	6748	3349
103	6381	3486
104	4412	3537
105	4170	3581
106	5691	6654
107	4757	4252
108	5598	3843
109	7010	4008
110	7830	4029
111	5869	4067
112	4116	4080
113	8289	4162
114	7542	5804
115	6776	4220
116	4317	4396
117	9054	4440
118	8467	4469
119	4818	4585
120	5246	4621
121	8199	4746
122	8412	4822
123	6556	7490
124	3002	4883
125	3005	5004
126	8336	5051
127	3184	5216
128	8460	5216
129	1838	3978
130	7094	5241
131	9070	5285
132	7407	5348
133	8487	5435
134	8645	5477
135	8280	5482
136	6911	5507
137	8506	5540
138	8294	5553
139	4522	5735
140	7501	5798
141	7637	5803
142	7710	5816
143	9588	5845
144	6957	5524
145	9374	5955
146	8897	6104
147	9480	6004
148	8920	6090

REQUESTS = 150
1	101	2	2	3	4	8
2	103	1	1	3	1	4
3	72	3	3	1	3	3
4	48	1	4	1	3	1
5	127	3	3	1	1	3
6	44	3	3	1	3	4
7	14	1	2	3	4	2
8	68	1	2	1	2	4
9	36	1	2	3	1	1
10	73	3	3	2	3	4
11	102	1	4	1	4	3
12	67	3	3	1	3	2
13	78	1	3	2	2	2
14	43	1	1	1	4	6
15	134	1	4	1	1	4
16	64	1	2	3	2	1
17	15	1	1	2	3	3
18	87	1	4	1	4	8
19	113	1	1	3	4	9
20	60	2	2	3	3	1
21	69	1	1	2	4	10
22	3	1	1	3	1	1
23	61	1	1	3	2	3
24	142	2	3	1	1	1
25	2	1	4	1	2	3
26	53	1	3	1	1	4
27	89	1	2	3	1	3
28	12	1	2	3	3	2
29	107	2	2	3	1	4
30	145	1	4	1	1	1
31	47	2	2	2	4	7
32	141	2	3	2	4	9
33	79	1	4	1	2	4
34	148	1	2	3	1	1
35	130	1	2	2	1	1
36	95	1	2	2	4	1
37	117	1	3	2	1	3
38	51	2	4	1	2	3
39	30	2	4	1	3	4
40	39	2	2	3	4	1
41	86	1	4	1	1	3
42	74	4	4	1	4	9
43	137	1	1	3	3	2
44	70	1	2	3	2	2
45	71	3	4	1	2	6
46	38	1	2	3	4	10
47	9	1	3	2	3	4
48	93	1	4	1	1	2
49	116	1	1	3	4	5
50	112	1	2	3	1	4
51	94	2	2	2	1	3
52	85	1	2	3	2	5
53	38	3	4	1	3	3
54	115	2	3	2	4	6
55	37	1	3	2	3	3
56	40	1	4	1	2	5
57	66	1	2	2	4	2
58	132	1	3	2	1	3
59	65	1	2	3	4	4
60	17	4	4	1	3	4
61	46	1	2	3	4	2
62	16	2	2	2	1	4
63	120	1	4	1	3	4
64	27	2	2	1	2	3
65	22	2	2	2	4	5
66	88	1	3	2	4	3
67	104	2	4	1	1	2
68	18	1	3	2	4	1
69	29	1	2	2	2	5
70	26	2	2	1	1	2
71	63	1	1	2	2	5
72	111	2	2	3	2	1
73	135	3	3	2	1	1
74	7	2	3	2	2	1
75	143	1	2	1	1	3
76	23	2	2	1	2	4
77	49	2	2	1	3	4
78	128	1	1	3	4	7
79	24	1	4	1	2	5
80	58	1	3	2	2	6
81	138	2	3	2	2	1
82	106	2	2	3	4	1
83	20	1	3	2	4	2
84	84	1	3	2	3	3
85	82	2	2	3	4	5
86	1	2	3	2	1	4
87	45	1	2	3	2	2
88	81	1	3	1	4	3
89	109	3	4	1	1	1
90	100	1	2	3	2	1
91	13	2	2	1	2	2
92	105	1	2	3	1	3
93	98	1	1	3	1	3
94	83	2	4	1	3	2
95	80	1	2	2	2	2
96	55	1	2	3	3	3
97	96	1	2	3	2	5
98	57	1	4	1	1	1
99	91	1	4	1	4	10
100	118	2	3	1	4	2
101	8	1	1	3	1	3
102	19	1	2	3	3	3
103	62	4	4	1	2	4
104	5	1	3	2	1	3
105	32	1	3	2	4	2
106	147	2	3	1	1	3
107	125	2	2	3	3	2
108	28	1	2	3	2	1
109	34	1	3	2	1	3
110	129	1	2	3	3	1
111	108	1	2	3	3	2
112	110	1	2	3	2	3
113	76	2	3	2	2	4
114	54	1	3	2	2	6
115	6	2	2	3	1	4
116	139	1	3	2	4	4
117	119	1	1	2	3	3
118	77	1	4	1	4	8
119	50	2	2	1	2	1
120	35	1	2	3	2	3
121	144	1	1	3	3	4
122	31	1	2	1	2	5
123	140	1	1	2	2	3
124	114	1	2	3	3	1
125	33	1	2	2	3	4
126	75	1	2	3	4	10
127	52	1	2	3	3	2
128	136	1	3	2	4	3
129	126	1	2	2	4	4
130	97	2	2	3	1	4
131	4	1	2	2	1	3
132	11	3	3	1	3	4
133	65	1	2	2	1	3
134	56	4	4	1	1	4
135	121	1	1	3	3	1
136	123	3	3	2	3	2
137	99	3	3	1	1	3
138	133	3	4	1	2	2
139	42	2	2	3	2	6
140	122	2	3	1	4	6
141	90	1	2	2	1	4
142	131	1	2	2	3	2
143	41	1	2	3	2	1
144	10	1	3	2	1	3
145	92	2	2	1	2	5
146	21	2	3	2	2	4
147	59	2	2	1	3	3
148	25	1	2	2	3	1
149	146	1	4	1	1	3
150	124	1	4	1	4	6

